id,control,carnegie,carnegie_control,fte,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i61,i62,i63,i64,i66,i67,i68,i69,i70,i71,i72,i73,i74,i75,i76,i77,i78,i79,i80,i81,i82,i83,i84,i85,i86,i87,i88,i89,i91,i92,i93,i94,i95,i97,i98,i99,i100
339,2,8,8,1,3,1,10,8,2,4,14.5,14.5,9,14.5,14.5,5,14.5,7,14.5,6,14.5,14.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,2,0,2,2,0,0,2,2,2,0,2,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2,4,5,3,14.5,1,3,14.5,14.5,10,14.5,5,6,2,7,9,14.5,14.5,14.5,8,4,14.5,2,5,2,2,3,0,3,3,3,3,5,3,2,0,2,5,2,2,3,2,2,2,2,2,2,2,2,2,3,0,3,3,3,0,5,0,3,2,3,0,3,3,2,3,3,3,0,3,2,2,2,2,0,2,2,0,0,3,2,3,2,2,0,2,0,2,2,2,3,0,2,2,2,0,3,2,0,2
341,1,4,4,3,7,14.5,14.5,2,8,4,14.5,1,6,5,3,9,14.5,14.5,14.5,14.5,14.5,10,3,0,0,3,2,0,0,3,2,0,0,5,0,0,0,0,0,0,5,5,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,3,5,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0
342,2,4,5,1,14.5,14.5,14.5,5,14.5,14.5,14.5,2,6,1,10,9,14.5,3,7,4,14.5,8,2,2,2,5,0,5,0,2,0,5,2,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,5,2,0,2,3,5,3,5,0,0,0,0,2,0,2,3,0,0,0,0,NA,NA,NA,NA,0,2,0,0,0,0,2,0,0,0,0,0,0,0
343,1,1,1,3,8,1,2,14.5,5,3,14.5,10,14.5,14.5,6,4,14.5,9,14.5,14.5,7,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,0,NA,NA,NA,NA,3,2,0,3,2,2,5,0,5,5,3,5,5,5,0,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,1,6,6,4,3,8,7,14.5,10,2,6,14.5,14.5,14.5,14.5,14.5,4,14.5,9,14.5,5,1,0,0,2,2,3,0,0,0,2,0,0,0,0,0,2,0,5,5,0,5,5,2,0,0,2,0,0,0,5,2,2,3,0,0,0,2,0,0,3,0,5,0,0,5,0,0,0,2,5,0,0,0,2,0,0,2,0,2,5,5,0,0,NA,0,0,0,0,0,5,0,NA,0,2,0,NA,0,0,0
345,2,2,3,1,14.5,3,14.5,14.5,14.5,4,14.5,14.5,14.5,1,2,9,14.5,10,5,6,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,0,5,0,5,NA,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,3,0,0,5,0,2,0,0,5,0,0,0,0
346,2,2,3,2,3,2,14.5,7,14.5,9,14.5,5,14.5,4,1,14.5,14.5,14.5,14.5,10,6,8,5,0,2,5,5,5,3,0,0,0,0,0,0,2,2,3,2,3,5,5,5,0,2,0,0,3,3,0,3,0,0,3,2,2,0,0,2,0,0,2,3,5,0,0,0,3,2,5,2,0,0,3,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
347,2,2,3,2,14.5,7,8,10,4,2,14.5,14.5,9,14.5,5,6,14.5,14.5,14.5,14.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,2,2,3,2,3,3,0,0,3,0,0,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,0,0,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,2,6,7,4,1,14.5,14.5,5,14.5,14.5,10,6,4,7,14.5,14.5,3,2,14.5,9,8,14.5,5,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,0,0,0,3,3,0,5,2,3,3,5,5,3,2,3,3,2,3,3,3,2,3,0,3,3,2,0,0,2,0,5,3,3,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,3,0,0,0
349,2,6,7,4,14.5,1,5,14.5,14.5,14.5,8,14.5,3,9,4,14.5,14.5,10,14.5,6,2,7,5,0,0,3,2,0,0,2,0,0,0,3,0,2,2,0,3,3,5,0,0,0,5,3,2,0,5,2,5,5,0,0,3,0,0,0,5,0,5,5,0,5,0,2,0,0,3,5,2,0,5,0,5,0,5,3,0,0,2,0,5,5,0,5,0,5,2,0,0,0,3,0,0,0,5,0,0,0
350,2,6,7,4,14.5,14.5,6,5,3,14.5,8,14.5,2,7,9,14.5,14.5,4,10,1,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,0,2,5,0,2,2,3,2,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,0,0,0,5,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA
351,2,6,7,4,2,14.5,14.5,1,6,14.5,3,14.5,14.5,7,14.5,5,14.5,10,9,8,14.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,5,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,5,NA,0,3,0,NA,NA,NA,NA,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,2,6,7,4,7,8,6,3,14.5,14.5,14.5,14.5,14.5,5,14.5,14.5,2,4,14.5,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,5,5,NA,NA,NA,NA,NA,2,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,2,0,2,2,0,0,NA,NA,NA,NA,NA,5,NA,NA,NA
353,2,2,3,1,2,14.5,14.5,4,1,14.5,14.5,10,9,14.5,8,7,14.5,3,14.5,6,14.5,5,2,0,0,3,3,3,2,2,3,2,2,2,0,0,2,0,0,2,3,0,0,2,3,3,3,2,2,2,2,3,2,3,2,0,0,3,2,2,2,0,0,3,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0
354,2,6,7,5,14.5,14.5,4,2,14.5,6,1,3,14.5,8,14.5,7,9,14.5,10,5,14.5,14.5,0,3,3,3,0,0,0,0,0,0,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,2,6,7,5,14.5,14.5,10,8,14.5,14.5,3,9,2,14.5,14.5,7,6,4,14.5,14.5,5,1,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,5,3,3,2,0,0,0,0,0,0,0,0,0,5,5,3,0,5,0,3,3,0,0,3,5,0,3,5,0,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
356,2,6,7,5,14.5,14.5,5,4,14.5,14.5,3,1,10,2,7,14.5,14.5,14.5,6,8,14.5,9,0,0,0,0,0,2,2,NA,2,3,3,2,0,0,0,2,0,2,NA,2,0,0,3,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,3,2,0,0,2,0,2,2,2,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2,6,7,5,7,14.5,14.5,2,14.5,14.5,8,14.5,5,14.5,1,10,14.5,9,4,14.5,3,6,3,2,3,3,0,3,5,3,2,5,2,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,5,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
358,1,4,4,3,5,14.5,14.5,4,6,7,14.5,14.5,14.5,14.5,1,8,14.5,14.5,3,2,10,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,5,5,3,3,2,0,5,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,0,0,2,0,2,2,0,0,0,5,2,2,2,2,2,2,2,2,2
359,2,6,7,4,14.5,9,5,14.5,14.5,14.5,14.5,10,1,4,2,8,14.5,14.5,6,3,7,14.5,0,0,0,5,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,2,0,2,2,2,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0
360,2,6,7,4,6,4,9,7,5,14.5,1,14.5,14.5,10,14.5,14.5,14.5,2,8,14.5,3,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,0,NA,NA,NA,NA,3,0,5,0,0,3,3,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,5,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1,4,4,4,3,1,2,8,4,5,10,14.5,14.5,14.5,7,6,14.5,14.5,14.5,14.5,9,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,2,0,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,0,2,2,0,0,0,0,2,0,2,0,2,2,0,0,0,0
362,2,6,7,3,5,4,2,10,14.5,14.5,14.5,14.5,14.5,7,1,14.5,3,14.5,14.5,8,9,6,5,0,0,5,0,3,3,3,3,0,0,3,0,0,5,3,2,3,5,0,3,5,5,0,0,0,0,5,3,5,5,5,0,0,0,0,0,2,0,3,2,5,2,3,5,0,2,2,NA,0,0,2,2,2,2,2,3,3,2,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,2,6,7,3,14.5,9,14.5,7,14.5,5,14.5,6,4,8,1,14.5,3,10,14.5,14.5,14.5,2,0,0,5,5,0,0,0,0,0,5,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0
364,2,6,7,3,1,3,7,10,2,9,14.5,14.5,14.5,14.5,14.5,5,6,8,14.5,14.5,14.5,4,2,0,0,2,3,0,2,0,3,0,0,5,0,0,2,2,3,2,0,3,0,3,2,5,5,2,3,3,3,2,2,2,2,0,0,2,0,2,2,2,2,3,NA,3,0,2,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
365,2,6,7,3,14.5,4,14.5,1,6,14.5,14.5,10,8,7,14.5,5,3,2,9,14.5,14.5,14.5,5,0,0,5,5,0,5,5,5,3,5,5,0,0,5,2,5,5,5,5,2,5,2,5,3,2,0,5,3,5,2,3,2,2,5,0,3,2,5,0,5,5,5,5,5,5,5,5,5,5,0,3,3,0,2,5,3,2,3,0,2,2,5,5,0,0,0,5,0,5,2,0,5,5,2,2,0,0
366,1,4,4,3,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,2,0,0,3,2,2,2,2,5,5,3,3,2,3,5,3,5,0,0,0,5,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0
367,1,8,8,0,14.5,6,14.5,2,4,14.5,14.5,14.5,14.5,7,3,14.5,5,9,1,8,10,14.5,0,2,3,5,5,0,0,5,2,3,3,5,0,0,2,2,0,2,5,5,0,3,3,3,0,2,3,2,5,3,3,3,3,2,0,0,0,NA,2,2,5,5,2,5,0,2,3,3,0,0,2,0,0,2,2,3,0,3,0,2,3,2,0,2,2,2,0,3,5,0,NA,0,3,0,2,2,2,0
368,1,6,6,4,8,5,14.5,4,10,14.5,9,14.5,7,3,1,14.5,6,14.5,2,14.5,14.5,14.5,5,0,0,5,0,0,3,0,0,0,0,3,0,0,5,5,5,5,0,0,5,5,5,3,5,0,NA,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1,6,6,4,14.5,14.5,14.5,6,10,2,14.5,9,14.5,1,5,8,14.5,14.5,4,14.5,7,3,0,0,0,5,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,3,0,0,0,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1,6,6,4,14.5,8,14.5,10,14.5,5,14.5,14.5,14.5,4,2,9,3,14.5,6,14.5,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,1,6,6,4,1,5,14.5,9,14.5,14.5,14.5,10,6,3,4,14.5,14.5,14.5,2,14.5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,0,0,0,0,0
372,1,1,1,3,14.5,10,14.5,8,14.5,14.5,6,14.5,7,5,3,14.5,14.5,9,2,4,14.5,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,5,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
373,2,2,3,1,14.5,14.5,9,8,3,5,1,4,14.5,14.5,14.5,14.5,14.5,14.5,2,14.5,7,6,3,0,2,3,0,0,0,3,0,2,0,2,0,0,2,2,2,3,0,0,3,0,2,0,0,3,0,2,5,5,2,2,2,0,0,2,0,0,2,0,2,3,2,2,0,0,0,0,0,0,NA,0,2,2,2,3,0,3,3,3,0,2,2,0,2,0,2,2,0,0,0,0,2,2,0,0,0,0
374,1,4,4,4,9,7,6,2,14.5,10,14.5,3,5,1,14.5,8,14.5,14.5,14.5,14.5,14.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,5,0,0,0,0,2,2,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,2,2,3,1,8,14.5,4,14.5,6,5,14.5,14.5,1,14.5,14.5,14.5,14.5,2,9,7,10,3,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
376,1,6,6,4,3,14.5,14.5,14.5,7,5,14.5,10,1,8,14.5,4,14.5,14.5,14.5,9,2,6,3,2,3,5,5,0,3,2,0,2,3,3,0,2,0,2,2,2,5,3,5,3,0,2,3,2,2,0,0,0,2,2,2,2,0,3,2,0,3,5,2,5,0,2,0,3,5,2,0,0,0,2,3,3,2,0,2,2,2,3,5,5,3,2,0,2,2,0,5,2,0,0,2,0,0,0,2,0
377,1,6,6,4,14.5,6,2,4,14.5,14.5,3,14.5,1,14.5,10,14.5,7,5,8,14.5,9,14.5,0,NA,0,5,0,0,NA,0,3,0,3,0,0,0,0,0,2,2,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,5,NA,3,0,2,NA,3,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0
378,1,6,6,4,3,14.5,14.5,14.5,14.5,10,14.5,8,4,6,2,14.5,14.5,14.5,1,9,7,5,0,0,0,5,2,3,0,2,3,0,0,3,0,0,0,0,0,0,5,2,3,0,2,5,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
379,1,1,1,4,14.5,6,7,2,14.5,14.5,1,14.5,5,9,4,14.5,14.5,8,3,14.5,10,14.5,2,2,2,3,2,3,5,5,5,3,2,5,2,0,2,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,3,3,5,0,0,5,3,0,0,0,0,0,3,0,3,2,3,0,3,0,0,3,0,3,3,3,0,2,0,2,0,0,0,5,5,NA,0,0,0
380,2,4,5,2,14.5,3,2,5,1,4,14.5,14.5,14.5,14.5,7,14.5,14.5,8,6,10,14.5,9,NA,3,2,0,2,0,2,0,0,2,2,3,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,2,0,3,3,0,2,3,3,2,3,0,0,2,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,3,0,2,2,2,0,0,2,0,0
381,1,1,1,3,14.5,1,14.5,6,14.5,2,10,3,14.5,14.5,9,8,14.5,4,5,14.5,14.5,7,2,0,0,5,3,3,0,3,3,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,2,0,3,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
382,1,4,4,3,14.5,14.5,14.5,14.5,14.5,3,14.5,14.5,14.5,14.5,8,1,14.5,2,4,5,7,6,2,3,3,5,3,0,0,5,5,3,2,0,3,2,2,3,3,2,5,5,5,3,2,0,0,0,0,0,2,3,5,5,0,0,0,0,3,3,5,0,2,2,2,2,0,2,0,2,2,2,3,5,5,5,5,5,5,5,0,5,2,0,5,3,0,0,2,0,5,2,2,0,5,0,2,0,2,2
383,1,6,6,4,6,2,8,3,1,14.5,10,14.5,14.5,14.5,14.5,9,14.5,7,14.5,4,5,14.5,0,2,2,0,2,0,2,0,2,2,0,2,3,0,0,3,3,2,0,3,0,3,0,0,2,2,2,0,5,2,5,3,0,2,2,0,0,0,5,0,0,3,2,0,2,0,0,2,0,2,0,2,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,2,3,0,0,0,0,2,0,0,0,0
384,1,9,9,5,1,3,14.5,7,8,5,14.5,14.5,14.5,10,2,4,14.5,14.5,9,14.5,6,14.5,3,0,2,2,0,2,2,2,2,3,0,5,NA,0,0,0,0,0,3,2,0,0,0,2,2,0,0,0,3,2,2,2,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,5,3,2,2,2,5,3,2,3,2,2,2,0,2,0,0,2,2,0,0,0,5,0,0,0,0,0
385,1,9,9,5,14.5,14.5,3,7,14.5,2,10,4,14.5,14.5,14.5,9,14.5,6,5,8,1,14.5,5,0,5,2,2,5,2,5,5,0,2,5,5,0,0,3,5,2,5,0,3,2,3,2,3,2,0,2,3,0,2,3,5,0,0,2,0,2,3,0,3,3,3,3,0,3,3,3,2,3,2,0,0,3,3,2,2,3,2,3,0,2,0,3,0,3,0,2,3,2,2,0,5,0,2,0,2,0
386,1,9,9,3,2,8,14.5,5,6,14.5,1,7,14.5,14.5,4,10,14.5,3,9,14.5,14.5,14.5,3,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,2,0,5,0,0,5,5,0,0,0,0,0,2,3,3,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0
387,1,9,9,5,1,2,3,9,4,14.5,14.5,14.5,14.5,10,6,14.5,7,5,14.5,8,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,3,NA,NA,NA,NA,2,2,3,0,3,5,5,3,5,5,0,5,0,5,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1,9,9,4,5,14.5,7,14.5,4,14.5,8,14.5,14.5,6,14.5,2,10,14.5,9,3,1,14.5,2,0,2,2,2,2,2,2,2,2,2,NA,0,0,0,2,0,0,2,0,0,0,0,2,0,3,2,2,5,2,0,0,0,2,0,3,2,0,2,0,2,0,2,2,0,2,2,2,2,2,0,2,0,2,2,NA,0,2,2,2,0,0,0,2,2,2,2,0,3,0,2,2,2,2,2,0,2,2
389,1,9,9,5,8,14.5,14.5,5,14.5,14.5,7,14.5,2,4,1,14.5,9,3,6,14.5,10,14.5,3,0,0,0,0,0,5,0,0,2,2,0,0,2,2,5,2,5,5,0,0,5,2,3,3,2,2,3,0,0,3,3,3,0,3,2,0,2,3,2,5,2,2,2,5,2,2,2,2,2,2,5,5,2,2,3,2,3,2,5,2,2,2,2,0,5,5,0,5,0,2,0,2,0,0,2,0,2
390,1,9,9,4,1,7,14.5,14.5,4,2,6,14.5,14.5,10,5,8,14.5,3,9,14.5,14.5,14.5,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,5,3,2,0,0,5,5,5,0,5,3,NA,3,3,3,3,5,2,3,5,0,0,5,0,2,5,0,3,5,NA,NA,5,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,5,0,5,5,NA,NA,NA,5,5,NA,NA,NA,NA
391,1,9,9,0,5,14.5,3,6,14.5,2,14.5,10,14.5,8,14.5,4,1,7,14.5,14.5,14.5,9,2,0,0,3,0,0,2,2,2,0,0,2,0,2,0,2,0,0,0,0,2,2,2,3,3,5,0,3,5,5,0,0,2,0,3,2,2,2,3,3,5,5,0,3,5,5,3,2,3,3,3,3,3,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,2,0,0,0,0,NA
392,1,9,9,4,14.5,2,7,6,3,4,14.5,14.5,14.5,14.5,1,14.5,14.5,8,14.5,14.5,5,14.5,0,0,0,3,0,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,2,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0
393,1,9,9,5,14.5,14.5,5,14.5,6,1,2,3,14.5,7,4,14.5,14.5,14.5,14.5,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,5,0,0,2,0,0,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,9,9,5,14.5,10,14.5,2,14.5,14.5,6,7,8,1,5,14.5,14.5,9,3,4,14.5,14.5,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,0,2,2,0,5,2,0,0,2,0,2,2,2,2,0,0,2,3,0,3,3,2,2,2,2,0,2,0,5,5,2,3,0,2,0,2,2,0,3,0,0,0,0,2,3,2,2,2,2,0,0,0,2,0
395,1,9,9,5,1,4,14.5,14.5,2,14.5,3,7,14.5,6,14.5,9,5,14.5,8,14.5,14.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,NA,NA,NA,NA,0,0,2,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,0,9,9,4,10,6,14.5,3,14.5,5,1,7,14.5,14.5,8,14.5,14.5,14.5,14.5,2,9,4,3,0,0,2,0,3,2,0,NA,0,2,2,2,0,0,0,0,2,3,2,0,2,0,3,3,3,0,2,5,3,2,2,0,0,0,0,0,3,2,3,2,2,0,0,0,2,0,0,0,0,2,2,3,0,0,2,0,2,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
397,1,8,8,0,14.5,1,3,5,14.5,14.5,14.5,4,2,9,14.5,14.5,14.5,14.5,8,10,7,6,5,0,0,5,5,0,0,0,0,0,2,0,0,0,2,5,5,5,5,5,0,3,2,0,0,0,0,0,0,0,0,3,5,2,0,0,5,2,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,2,2,0,2,0,0,3,0,0,0,0,0,0,0,0,5,0,NA,0,0,0,0,0,0,0
